ID,DataRow ID,Labeled Data,Label,Created By,Project Name,Created At,Updated At,Seconds to Label,External ID,Agreement,Benchmark Agreement,Benchmark ID,Benchmark Reference ID,Dataset Name,Reviews,View Label
cka0fwygjap340870ce9k7ys2,ck9zxkk1w0lzk0hjsbtvx56v2,https://storage.labelbox.com/ck92671b5inc907412tb13y69%2F3a2daffe-a9c1-e2b5-d5e7-e3af71337a49-IMG-580.png?Expires=1590702782579&KeyName=labelbox-assets-key-1&Signature=QHIGWH_qR613K469-ziXDK7rlps,{},elejrv@stanford.edu,Wildfire,1589077837000,1589492848000,113.777,IMG-580.png,-1,-1,,,Test Images,[],https://editor.labelbox.com?project=ck9268gp3581e0712ckpk72uy&label=cka0fwygjap340870ce9k7ys2
cka0fx2fd6lqd0757yiwlw106,ck9zxkk1w0lzw0hjs9arlakb6,https://storage.labelbox.com/ck92671b5inc907412tb13y69%2F1eec84f8-96e4-0069-328b-31d82b626827-IMG-635.png?Expires=1590702782580&KeyName=labelbox-assets-key-1&Signature=AbCGtk5qEGm-ZSlnMFR1-PwTqxE,"{""objects"":[{""featureId"":""cka73ssug0wzo107y6bw0vb7l"",""schemaId"":""ck9zxpazt0w110z6fh05vx2wq"",""title"":""Burnt area"",""value"":""burnt_area"",""color"":""#FF0000"",""instanceURI"":""https://api.labelbox.com/masks/feature/cka73ssug0wzo107y6bw0vb7l?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJjazkyNjcxYzBpbmNmMDc0MTV2a28yMHU5Iiwib3JnYW5pemF0aW9uSWQiOiJjazkyNjcxYjVpbmM5MDc0MTJ0YjEzeTY5IiwiaWF0IjoxNTg5NDkzMTgyLCJleHAiOjE1OTIwODUxODJ9.r9CcKL6G_AWCve8tcovxxbQrN9gWn9edoMYXDd51KSI""}],""classifications"":[]}",elejrv@stanford.edu,Wildfire,1589077842000,1589492844000,190.588,IMG-635.png,-1,-1,,,Test Images,[],https://editor.labelbox.com?project=ck9268gp3581e0712ckpk72uy&label=cka0fx2fd6lqd0757yiwlw106
cka0g6cl51zha0740chvtr25u,ck9zxkk1w0m080hjs2zj2bn5w,https://storage.labelbox.com/ck92671b5inc907412tb13y69%2Fe1f69b97-54dc-3693-5743-043cc1b6ee90-IMG-722.png?Expires=1590702782580&KeyName=labelbox-assets-key-1&Signature=tex1TgFNMV1PWMMh8roiElYs2LA,"{""objects"":[{""featureId"":""cka73r89c0gay0yagqqk2y94c"",""schemaId"":""ck9zxpazt0w110z6fh05vx2wq"",""title"":""Burnt area"",""value"":""burnt_area"",""color"":""#FF0000"",""instanceURI"":""https://api.labelbox.com/masks/feature/cka73r89c0gay0yagqqk2y94c?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJjazkyNjcxYzBpbmNmMDc0MTV2a28yMHU5Iiwib3JnYW5pemF0aW9uSWQiOiJjazkyNjcxYjVpbmM5MDc0MTJ0YjEzeTY5IiwiaWF0IjoxNTg5NDkzMTgyLCJleHAiOjE1OTIwODUxODJ9.r9CcKL6G_AWCve8tcovxxbQrN9gWn9edoMYXDd51KSI""}],""classifications"":[]}",elejrv@stanford.edu,Wildfire,1589078275000,1589492841000,881.183,IMG-722.png,-1,-1,cka63cvw5wx0q0851nztl7bi6,,Test Images,[],https://editor.labelbox.com?project=ck9268gp3581e0712ckpk72uy&label=cka0g6cl51zha0740chvtr25u
cka1h0zmb9taq0740tyvz51id,ck9zxkk1w0m0k0hjs1fw7ck2k,https://storage.labelbox.com/ck92671b5inc907412tb13y69%2F58097f5e-17f3-dcec-a6a4-37106ee92173-IMG-812.png?Expires=1590702782581&KeyName=labelbox-assets-key-1&Signature=Pq-UmCXU36zoTH6sApdH4u4TYu4,"{""objects"":[{""featureId"":""cka0gbd8601f8107x63qvr4zr"",""schemaId"":""ck9zxpazt0w110z6fh05vx2wq"",""title"":""Burnt area"",""value"":""burnt_area"",""color"":""#FF0000"",""instanceURI"":""https://api.labelbox.com/masks/feature/cka0gbd8601f8107x63qvr4zr?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJjazkyNjcxYzBpbmNmMDc0MTV2a28yMHU5Iiwib3JnYW5pemF0aW9uSWQiOiJjazkyNjcxYjVpbmM5MDc0MTJ0YjEzeTY5IiwiaWF0IjoxNTg5NDkzMTgyLCJleHAiOjE1OTIwODUxODJ9.r9CcKL6G_AWCve8tcovxxbQrN9gWn9edoMYXDd51KSI""}],""classifications"":[]}",elejrv@stanford.edu,Wildfire,1589140171000,1589477755000,601.445,IMG-812.png,-1,-1,,,Test Images,[],https://editor.labelbox.com?project=ck9268gp3581e0712ckpk72uy&label=cka1h0zmb9taq0740tyvz51id
cka631jry9msb0870qeofonjq,ck9zxkk1v0lxo0hjs1wzrhj3j,https://storage.labelbox.com/ck92671b5inc907412tb13y69%2Ffc833b63-b6ba-1dae-593e-9b5dd9e93211-IMG-16.png?Expires=1590702782582&KeyName=labelbox-assets-key-1&Signature=rzCWM2Ouu9Org4OpAOu3cwjKda8,"{""objects"":[{""featureId"":""cka73n8e80wvz107y2j6t20x5"",""schemaId"":""ck9zxpazt0w110z6fh05vx2wq"",""title"":""Burnt area"",""value"":""burnt_area"",""color"":""#FF0000"",""instanceURI"":""https://api.labelbox.com/masks/feature/cka73n8e80wvz107y2j6t20x5?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJjazkyNjcxYzBpbmNmMDc0MTV2a28yMHU5Iiwib3JnYW5pemF0aW9uSWQiOiJjazkyNjcxYjVpbmM5MDc0MTJ0YjEzeTY5IiwiaWF0IjoxNTg5NDkzMTgyLCJleHAiOjE1OTIwODUxODJ9.r9CcKL6G_AWCve8tcovxxbQrN9gWn9edoMYXDd51KSI""}],""classifications"":[]}",elejrv@stanford.edu,Wildfire,1589419013000,1589492834000,378.253,IMG-16.png,-1,-1,,,Test Images,[],https://editor.labelbox.com?project=ck9268gp3581e0712ckpk72uy&label=cka631jry9msb0870qeofonjq
cka631lebws000851mjf3l7bf,ck9zxkk1v0ly00hjs1qqc6gls,https://storage.labelbox.com/ck92671b5inc907412tb13y69%2F3b5f0490-27cf-9d4b-a9d2-71341e25a35c-IMG-172.png?Expires=1590702782583&KeyName=labelbox-assets-key-1&Signature=8lQQswScsFSbRsPAbsevF7VkizM,"{""objects"":[{""featureId"":""cka71vprt0nhc0y7vshz0gm0j"",""schemaId"":""ck9zxpazt0w110z6fh05vx2wq"",""title"":""Burnt area"",""value"":""burnt_area"",""color"":""#FF0000"",""instanceURI"":""https://api.labelbox.com/masks/feature/cka71vprt0nhc0y7vshz0gm0j?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJjazkyNjcxYzBpbmNmMDc0MTV2a28yMHU5Iiwib3JnYW5pemF0aW9uSWQiOiJjazkyNjcxYjVpbmM5MDc0MTJ0YjEzeTY5IiwiaWF0IjoxNTg5NDkzMTgyLCJleHAiOjE1OTIwODUxODJ9.r9CcKL6G_AWCve8tcovxxbQrN9gWn9edoMYXDd51KSI""}],""classifications"":[]}",elejrv@stanford.edu,Wildfire,1589419016000,1589493170000,381.053,IMG-172.png,-1,-1,,,Test Images,[],https://editor.labelbox.com?project=ck9268gp3581e0712ckpk72uy&label=cka631lebws000851mjf3l7bf
cka631mp3t0lj0728jnz67gew,ck9zxkk1v0lyc0hjs4raf7s2s,https://storage.labelbox.com/ck92671b5inc907412tb13y69%2F3b972145-dcc2-1bd9-ceb0-6ab664db91af-IMG-199.png?Expires=1590702782583&KeyName=labelbox-assets-key-1&Signature=AmAb0oN8rNRpy0NL2mNPUqLxKO0,"{""objects"":[{""featureId"":""cka6b32nz0bmp0y63wk5nzuvr"",""schemaId"":""ck9zxpazt0w110z6fh05vx2wq"",""title"":""Burnt area"",""value"":""burnt_area"",""color"":""#FF0000"",""instanceURI"":""https://api.labelbox.com/masks/feature/cka6b32nz0bmp0y63wk5nzuvr?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJjazkyNjcxYzBpbmNmMDc0MTV2a28yMHU5Iiwib3JnYW5pemF0aW9uSWQiOiJjazkyNjcxYjVpbmM5MDc0MTJ0YjEzeTY5IiwiaWF0IjoxNTg5NDkzMTgyLCJleHAiOjE1OTIwODUxODJ9.r9CcKL6G_AWCve8tcovxxbQrN9gWn9edoMYXDd51KSI""}],""classifications"":[]}",elejrv@stanford.edu,Wildfire,1589419017000,1589492745000,439.587,IMG-199.png,-1,-1,,,Test Images,[],https://editor.labelbox.com?project=ck9268gp3581e0712ckpk72uy&label=cka631mp3t0lj0728jnz67gew
cka72mn3bcyez0785i64p8ik0,ck9zxkk1v0lyo0hjsd2v6143m,https://storage.labelbox.com/ck92671b5inc907412tb13y69%2F84bc7be7-b575-8929-68b5-c66c48b333ab-IMG-226.png?Expires=1590702782584&KeyName=labelbox-assets-key-1&Signature=iGNlcl7U_Eu3ODX7DJZRaQRG_Rw,{},elejrv@stanford.edu,Wildfire,1589478784000,1589492662000,86.102,IMG-226.png,-1,-1,,,Test Images,[],https://editor.labelbox.com?project=ck9268gp3581e0712ckpk72uy&label=cka72mn3bcyez0785i64p8ik0
cka72mqs98oq80714h8wp2gkt,ck9zxkk1v0lz00hjs4j1u1zrx,https://storage.labelbox.com/ck92671b5inc907412tb13y69%2F6297c861-743e-7db2-5a29-8c92549a85e8-IMG-457.png?Expires=1590702782584&KeyName=labelbox-assets-key-1&Signature=BCvwTExVUlJCuXLZsHNVon2WgQ4,{},elejrv@stanford.edu,Wildfire,1589478789000,1589492629000,3.959,IMG-457.png,-1,-1,,,Test Images,[],https://editor.labelbox.com?project=ck9268gp3581e0712ckpk72uy&label=cka72mqs98oq80714h8wp2gkt
cka72pr218pkp07140u5kkogg,ck9zxkk1w0lzc0hjs7bqz6u7w,https://storage.labelbox.com/ck92671b5inc907412tb13y69%2Fd330d849-7c76-83d7-7755-ae83ad2b1efb-IMG-535.png?Expires=1590702782585&KeyName=labelbox-assets-key-1&Signature=pSpxZP7W9iqT17mrUUu2zAN-dTE,"{""objects"":[{""featureId"":""cka72ny1h0rhn0z48a7r6qoha"",""schemaId"":""ck9zxpazt0w110z6fh05vx2wq"",""title"":""Burnt area"",""value"":""burnt_area"",""color"":""#FF0000"",""instanceURI"":""https://api.labelbox.com/masks/feature/cka72ny1h0rhn0z48a7r6qoha?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJjazkyNjcxYzBpbmNmMDc0MTV2a28yMHU5Iiwib3JnYW5pemF0aW9uSWQiOiJjazkyNjcxYjVpbmM5MDc0MTJ0YjEzeTY5IiwiaWF0IjoxNTg5NDkzMTgyLCJleHAiOjE1OTIwODUxODJ9.r9CcKL6G_AWCve8tcovxxbQrN9gWn9edoMYXDd51KSI""}],""classifications"":[]}",elejrv@stanford.edu,Wildfire,1589478929000,1589492961000,113.049,IMG-535.png,-1,-1,,,Test Images,[],https://editor.labelbox.com?project=ck9268gp3581e0712ckpk72uy&label=cka72pr218pkp07140u5kkogg
cka72pth6czcd0785v893cmqb,ck9zxkk1w0lzo0hjsbsvq93mm,https://storage.labelbox.com/ck92671b5inc907412tb13y69%2F5d146d0e-4bf7-399b-a26b-1948b71ca0ca-IMG-592.png?Expires=1590702782586&KeyName=labelbox-assets-key-1&Signature=dxdvr5wNbk0VHChIwTNgRFWSLxw,{},elejrv@stanford.edu,Wildfire,1589478932000,1589492956000,26.196,IMG-592.png,-1,-1,,,Test Images,[],https://editor.labelbox.com?project=ck9268gp3581e0712ckpk72uy&label=cka72pth6czcd0785v893cmqb
cka734zzwf3b60851m6i0fyo8,ck9zxkk1w0m0c0hjscd3ya001,https://storage.labelbox.com/ck92671b5inc907412tb13y69%2F15b364fd-90b6-cf92-ad9e-a53b2dbc4efb-IMG-793.png?Expires=1590702782586&KeyName=labelbox-assets-key-1&Signature=1ldmwZYa2dkWACTaW_dirfyX8DU,"{""objects"":[{""featureId"":""cka733hhp024s0z80q8gxism8"",""schemaId"":""ck9zxpazt0w110z6fh05vx2wq"",""title"":""Burnt area"",""value"":""burnt_area"",""color"":""#FF0000"",""instanceURI"":""https://api.labelbox.com/masks/feature/cka733hhp024s0z80q8gxism8?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJjazkyNjcxYzBpbmNmMDc0MTV2a28yMHU5Iiwib3JnYW5pemF0aW9uSWQiOiJjazkyNjcxYjVpbmM5MDc0MTJ0YjEzeTY5IiwiaWF0IjoxNTg5NDkzMTgyLCJleHAiOjE1OTIwODUxODJ9.r9CcKL6G_AWCve8tcovxxbQrN9gWn9edoMYXDd51KSI""}],""classifications"":[]}",elejrv@stanford.edu,Wildfire,1589479641000,1589492930000,157.799,IMG-793.png,-1,-1,,,Test Images,[],https://editor.labelbox.com?project=ck9268gp3581e0712ckpk72uy&label=cka734zzwf3b60851m6i0fyo8
